Timestamp,"I would like candidates to write about their experiences (e.g. blog, writing columns in The Ubyssey) ",I think the AMS currently does enough consultation with students,I want more face-to-face time with elected candidates ,I think the AMS's most important job is engaging students,I value management experience in a candidate ,"I think it's a good thing for a candidate to have experience within a specific political party, even if they might have to lobby that party's opponents",I think the AMS should focus on lobbying for the Broadway subway line extension to UBC more than than alternate transit fixes,I think that campaigns encouraging students to vote in the gov elections are valuable,I think candidates should have experience lobbying for student interests,I value the prioritization of diversity in every aspect of decision-making,I think the AMS should focus more on events,I'm in favour of repealing the arts language requirement,"I think Block Party should be bigger, at a bigger financial risk",I think that the AMS should explore more options for campus security.,I think that the AMS should prioritize eradicating bike theft,I think the AMS should prioritize getting more people out to Thunderbirds games,I value experience in creating and understanding university policies,I value a constant push for transparency within the bodies of UBC,I value a candidate that is well-versed in UBC's sexual assault policy,I think that the AMS should invest their money at a slightly higher risk for a larger financial gain,I think that extending the add-drop deadline would improve student mental health,I am satisfied with the current amount of mental health services on campus,I support continued advocacy for more athletics and recreation space on campus,I think current VP Finance Louis Retief has done a good job of managing the AMS's finances this year,I would like to see a quarterly report of the AMS's finances,I value a fresh perspective over relevant experience,It's important for my representatives to have close ties to the Greek system,I think student representation on Senate has been good this year,"It's important for my representatives to have prior AMS or constituency (AUS, EUS, etc.) experience",It's important for my representatives to have experience working with others,"I think a ""steady hand"" is more important than shaking things up"
3/6/2017 16:17:37,Agree,Neutral,Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,,Agree,Neutral,Neutral,,Neutral,Strongly Agree,Neutral
3/6/2017 16:17:37,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree
3/6/2017 16:17:40,Agree,Disagree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Neutral,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Agree,Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral
3/6/2017 16:17:45,Strongly Agree,Neutral,Disagree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree
3/6/2017 16:17:45,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Disagree,Neutral,Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Agree,Agree,Agree,Strongly Disagree,,Neutral,Agree,Neutral
3/6/2017 16:17:49,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Agree
3/6/2017 16:17:52,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
3/6/2017 16:17:56,Neutral,Disagree,Agree,Agree,Strongly Agree,Neutral,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Disagree,Neutral,Strongly Disagree,Agree,Agree,Agree
3/6/2017 16:18:03,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
3/6/2017 16:18:11,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Neutral
3/6/2017 16:18:27,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
3/6/2017 16:19:28,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Agree,Neutral,Neutral
3/6/2017 16:19:47,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Strongly Disagree,Neutral,Disagree,Agree,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree
3/6/2017 16:21:06,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Disagree,Strongly Disagree,Agree,Neutral,Disagree,Strongly Disagree,Neutral,Agree,Agree,Neutral
3/6/2017 16:21:27,Neutral,Agree,Agree,Neutral,Strongly Agree,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree
3/6/2017 16:21:44,Agree,Disagree,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Disagree,Agree,Strongly Agree,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Neutral
3/6/2017 16:22:24,Strongly Agree,Disagree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Neutral
3/6/2017 16:22:30,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,Neutral,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree
3/6/2017 16:23:00,Neutral,Neutral,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Agree,Agree,Disagree,Strongly Disagree,Neutral,Agree,Agree,Neutral
3/6/2017 16:23:57,Neutral,Disagree,Neutral,Agree,Strongly Agree,Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree
3/6/2017 16:24:06,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Disagree,Agree,Neutral,Agree,Agree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral
3/6/2017 16:24:20,Strongly Agree,Neutral,Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral
3/6/2017 16:24:29,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Agree
3/6/2017 16:24:31,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Neutral,Neutral,Agree,Neutral
3/6/2017 16:24:51,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Neutral,Agree,Agree,Disagree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Agree
3/6/2017 16:25:39,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
3/6/2017 16:26:12,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
3/6/2017 16:26:25,Strongly Disagree,Disagree,Strongly Disagree,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Disagree,Neutral,Disagree,Agree,Strongly Disagree,Neutral,Disagree,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Disagree
3/6/2017 16:26:26,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Agree,Agree,Disagree
3/6/2017 16:26:30,Disagree,Disagree,Strongly Disagree,Agree,Neutral,Disagree,Strongly Agree,Agree,Agree,Neutral,Strongly Disagree,Agree,Strongly Disagree,Neutral,Disagree,Disagree,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Neutral,Neutral,Neutral,Agree
3/6/2017 16:26:36,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
3/6/2017 16:26:45,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
3/6/2017 16:26:46,Agree,Neutral,Neutral,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Strongly Agree,Agree
3/6/2017 16:26:57,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Agree,Agree,Agree
3/6/2017 16:27:14,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
3/6/2017 16:27:18,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree
3/6/2017 16:27:46,Agree,Neutral,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly Agree,Neutral,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree
3/6/2017 16:28:33,Agree,Disagree,Agree,Disagree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Neutral,Agree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Neutral
3/6/2017 16:28:59,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,Agree,Neutral,Agree,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Neutral
3/6/2017 16:29:07,Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree
3/6/2017 16:29:11,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
3/6/2017 16:30:14,Agree,Disagree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Neutral,Agree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree
3/6/2017 16:30:17,Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Neutral,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Disagree
3/6/2017 16:30:23,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree
3/6/2017 16:30:33,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Agree
3/6/2017 16:30:35,Agree,Agree,Neutral,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Neutral,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
3/6/2017 16:31:19,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,Neutral
3/6/2017 16:31:22,Disagree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Disagree,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Neutral,,Strongly Disagree,Neutral,,Strongly Agree,Disagree,,Neutral,Agree,Strongly Agree,Neutral
3/6/2017 16:31:27,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree
3/6/2017 16:31:45,Neutral,Neutral,Neutral,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree
3/6/2017 16:31:55,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Strongly Agree,Disagree,Neutral,Agree,Neutral,Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree
3/6/2017 16:32:07,Neutral,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Agree,Agree
3/6/2017 16:32:23,Agree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Agree
3/6/2017 16:32:30,Neutral,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree
3/6/2017 16:32:51,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Neutral,Strongly Disagree
3/6/2017 16:33:32,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree
3/6/2017 16:33:34,Agree,Disagree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree
3/6/2017 16:33:56,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Neutral,Agree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree
3/6/2017 16:33:58,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Neutral,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Agree,Neutral
3/6/2017 16:34:02,Agree,Agree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Neutral,Disagree,Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Agree
